Review,POSITIVE
"""I got really excited about this app, but I ended up sat in my car at the pump, being told I wasnâ€™t near any BP garages. ",NEGATIVE
Turns out that one isnâ€™t on their list!,NEGATIVE
"So I thought Iâ€™d search for a closer one to me that is on the list... and the app says yes, my local BP is open right now!",POSITIVE
"Only problem is, my local BP is closed for months while they redo it!",NEGATIVE
"Disappointed is not the word ðŸ˜¬""",NEGATIVE
"Very fast to set up, easy to use. Almost too easy!!ðŸ˜‚ðŸ˜‚",POSITIVE
"""The app is a brilliant idea. With my local BP being paired with an M&S I have spent way too long queuing for someone to get their shopping scanned. However, with the two options you have to fill up either fuel tank (authorises Â£100) or your chosen amount it holds the money way too long after youâ€™ve paid for the fuel.",NEGATIVE
,POSITIVE
"My last transaction had Â£50 missing from my account for 7+ days, wasnâ€™t an issue for myself but could be for others. That is the biggest flaw in this app, if you are thinking of using it account for double the amount you put in or more missing from your account.""",NEGATIVE
Used the app for the 1st time today at my local bp station and it worked fine. Released the pump quickly. It did stop 50p short but I can live with that.,POSITIVE
It doesnâ€™t allow me to enter card details despite multiple attempts and no indication as to why not. Have given up.,NEGATIVE
I need the option to be able to filter the bunker stations only,NEGATIVE
"Iâ€™m sorry but I donâ€™t get all the negativity about this app, downloaded it for the first time yesterday registered set up payment, drove to pump followed instructions and it worked like a dream! Will definitely be using this every time I fill up saves queuing to pay for fuel at a very busy garage.",POSITIVE
"""Reading the reviews here, people are being a bit harsh. Lovely interface, simple to use and it does work. ",POSITIVE
,POSITIVE
"Most definitely a novelty as by the time you mess about on your phone, you could be in and out of the shop but if your filling station is constantly busy youâ€™ll save time.",NEGATIVE
,POSITIVE
"Only thing I donâ€™t like is the Â£100 pre authorisation which sticks on your account as a pending transaction for longer than Iâ€™d like, however in future Iâ€™ll just pre select however much I want to spend.""",POSITIVE
This app is totally useless. Tried to use it on 3 separate occasions in the last month and has never worked. Ended up taking twice as long and having to queue and pay in the kiosk anyway.,NEGATIVE
"I was persuaded to download this app by BP and nectar, I went out of my way to a BP station only to find the app wasnâ€™t working and it said to go into the shop to pay for the fuel! Great first experience, think I will stick to pay at pump...",POSITIVE
"App only allows you to purchase Â£5, Â£10, Â£15 etc up to Â£100. Does not allow you to purchase Â£8 or Â£23 etc so moped or motorcycle users donâ€™t bother. This app also has a 50p buffer which only allows you to put Â£4.50 of fuel if you want Â£5.00. The full fiver leaves your account for it to come back within a period of time which the app lacks to tell you. The app is also pointless. Itâ€™s only been useful to get the 500 extra points on my nectar card for a one time use. Also the nectar points donâ€™t refresh like the nectar app does. Useless app that doesnâ€™t add any substance towards the entire process of purchasing petrol. Maybe a few pence off per litre for long term users would have been a good idea. But BP donâ€™t give me the impression their really fussed about the app. So why should I be?",NEGATIVE
"Useless. Doesnâ€™t explain how to use it. I filled a special fuel can with 15 litres costing Â£20.89 i think. Told it the pump number, then what? It said full tank or Â£15. Well, neither! If you canâ€™t make it self-explanatory I canâ€™t be bothered to use it",NEGATIVE
"""I used the BPme app to fill up fuel in my car. I followed the app instructions and got the confirmation it was ready to fuel and good to go. It stated my email confirmation will be emailed.  ",POSITIVE
,POSITIVE
"However, I shortly got accused an hour later, around the corner, that I had driven off without paying for fuel. When I advised the member of staff I had paid via the app and took it out to show him, I was presented an error message that stated an error occurred and I should â€˜try againâ€™ or â€˜call usâ€™. ",NEGATIVE
,POSITIVE
"At no point in your FAQâ€™s or instructions of how the app works, does it state I should go into the app after fuelling to ensure the transaction has gone through. If there is an error, the app should not unlock the pump and advise I am ready to go and will receive an email later. The error message should come through as a notification to my phone, nor should I be allowed to proceed if there is this risk. ",NEGATIVE
,POSITIVE
"It is extremely unacceptable to be accused of theft and to be told I would have been reported to the police as a drive off, due to your appâ€™s incompetence. If your app is not robust to complete transactions accurately or notify an individual timely of errors then it should not be in use. ",NEGATIVE
,POSITIVE
"This experience has been completely unsettling and I want to ensure everyone is made aware to steer clear of this app.""",NEGATIVE
"Everything went perfect until in settings i press for the touch id,in idea that will work also with face id on iPhone x,but since then i canâ€™t open the app anymore,please fix the issue,i love the app.",NEGATIVE
A payment method that doesnâ€™t work with your own fuel cards??! What is the point of that?,NEGATIVE
Downloaded alpp while I was at the petrol station. Added all the personal details required however it could not find my nearest station. 12 hours later it still canâ€™t find it,NEGATIVE
"""There are two problems as far as Iâ€™m concerned. First the app gives static opening times for stations but doesnâ€™t show at a glance which of those on the map are actually open nor anything to alert about closing say in next 30 mins which both of these would be good features.",NEGATIVE
,POSITIVE
"Second, there are no prices shown against the stations on the map. BP should not get carried away thinking users are insensitive to price. No, with much better fuels these days at the discounters BP needs to work harder on being price competitive. The app should show the prices.",NEGATIVE
